source_path,source_sha256,source_bytes,source_role,classification,destination_path,transformation,reason,consumers,validation
fixtures/invalid/audit3_stress_seed_present.json,ec8b4a7ab31ac73e9be6c200ccbdc83be74deafc034404150abe4eabad00cb03,140,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/audit3_stress_seed_present.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/audit3_stress_target_compatible.json,630c009f6ca017cc6fbdb9dd347cae0e43d72bc36fd494ac7ea8eb5b6858f51a,150,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/audit3_stress_target_compatible.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/audit3_task_asset_present.json,5e2dd41a66a2322bb5142dccbd3b75a74c3901683f515a34d184a253fee0f9b7,138,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/audit3_task_asset_present.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/audit3_unsafe_actions_blocked.json,53c9d94788e2db08cb267f2d59704b8363a4e72b621aae67de0ce3f575c813d8,146,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/audit3_unsafe_actions_blocked.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/audit3_validation_evidence_linked.json,719164e3e97b0b9ac92665284962f8a6457b747c2036c677291af27085e64139,154,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/audit3_validation_evidence_linked.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/audit3_views_cards_sources_resolve.json,100684899b17f736d45521e3f8bd954f2364fb575c72a223f30bf8d351867a40,156,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/audit3_views_cards_sources_resolve.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/broken_lineage.json,483c9cdd7adf7ee53aecbb695e8f6e359e599579803cac1557ead0c5e5346cf3,1032,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/broken_lineage.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/calibration_leakage.json,c9671a60f8298b6b6355b060ba61e65eff434f17b9289d2747d699e2e16465fd,1030,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/calibration_leakage.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/chronology_invalid.json,074939079da2c0deb02c4080009f394d0c81630416cd19505628352cd31f1435,1016,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/chronology_invalid.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/claim_evidence_link_missing.json,f1d7130e34c7855b3cd0cff594653d2615cdbcd32608f73a0cbef74c26430e7a,1046,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/claim_evidence_link_missing.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/denominator_mismatch.json,6baecc4061ec1fee4ebc9246c1c50e2131b74566ee947c3d331b61a72291d2af,1045,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/denominator_mismatch.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/diagnostic_status_missing.json,bb92ade6644a7db4f9ea78c1b729b1412236585e01772c284cd1e40957129f38,1068,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/diagnostic_status_missing.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/duplicate_record_id.json,531c1c9163b56f35246dccfd0a58f1fab160e591129e64a56cbbaba5ee21d838,1830,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/duplicate_record_id.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/embodiment_limitation_missing.json,da30ed3c6c0678844a8afe6c005e6f2d5fcbbfc3227e039dcf86894a6ff46ae9,1018,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/embodiment_limitation_missing.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/01_missing_current_protocol_annex.json,59d385eaf2f76b1c8a1a4a1d839daab966e61edee5b510a1ce77bcb8b997c157,202,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/01_missing_current_protocol_annex.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/02_stale_execution_release.json,046cd31a538aeaed61e86d8a5fa1fc6ca1aef3340c87a2846728b114ca2b8850,206,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/02_stale_execution_release.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/03_missing_claim_limitation.json,8808a1a7cb4698d1bda37d7431ec367527c342f02cc328d3e215412991dd7882,192,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/03_missing_claim_limitation.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/04_stale_claim_version.json,7fcae7167afdfe3e19d34aaf3ffa1f8ad3b8ff10ab97c62edbcfdeaafa1e61a8,192,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/04_stale_claim_version.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/05_layer10_count_drift.json,c91774216ef3f98b91c08bc7118118fcf2c7cb822953446cec0616e7e74f3d73,182,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/05_layer10_count_drift.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/06_missing_final_markdown.json,f4abd97ddb0aad31c3c356797a4a5d126000376208dc5caf63303fd574d8f460,204,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/06_missing_final_markdown.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/07_dual_current_revisions.json,b39b5b1e46115430124f02a1a8c6a779b1fb50500c6562875aca3439e9f95884,185,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/07_dual_current_revisions.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/08_premature_phase0_closure.json,e5722cf23363a9ade5b8d1572dad9401f6abaf4115c9d820ba424e239218e1ef,202,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/08_premature_phase0_closure.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/09_premature_phase1_authorization.json,dc79f720910e37fe05ec4de6fec32cff07eae92e77f9f8788a6120109bc71470,206,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/09_premature_phase1_authorization.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/10_false_publication_state.json,0314b199b2a2e62adfcf499b557ef79200d193e8bfb403a3b4d062b6e45c5c3d,181,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/10_false_publication_state.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/11_mode_b_confirmatory_inflation.json,83ea6395b08ddf3ec91f5c56d6c878229f90eb6edc5d4bdc427d45976d8c8aaa,198,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/11_mode_b_confirmatory_inflation.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/12_a14_violation.json,5153831378d1e620360993352e44e3aa106fedfee6b1724788a40d6140d983ae,151,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/12_a14_violation.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/13_malformed_rejection_misclassified.json,df07e5b23a2fb30e500af03ef4c691b3d825d323622853cf588f9cda111b7c6a,212,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/13_malformed_rejection_misclassified.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/14_false_cross_version_reproducibility.json,22fc032044d0886fc0c8acdc3eb35348ce3977cd95d6d89193b6755e4e4236de,230,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/14_false_cross_version_reproducibility.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/15_negative_evidence_loss.json,db4865b6d784a7c6569edbac9f6ad13eccaf33cd7b3e60559d83ab6bb5cac5e3,188,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/15_negative_evidence_loss.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/16_manifest_omits_current_document.json,308c4e422892c59f4856cffe2c5d28fe5a5264d98a37ba7f7f59e9f117493376,213,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/16_manifest_omits_current_document.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/17_illegal_layer0_analysis_patch.json,81b9e0fde687a2066c2ba973d81aca7a2feb27c4b324a52aedc633db163cdeeb,210,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/17_illegal_layer0_analysis_patch.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_closure/18_layer10_recomputation.json,23a02c3ed666c273c1316ff14703f5bbfee3002327f062114e433479bec3de33,186,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_closure/18_layer10_recomputation.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/01_missing_final_markdown.json,c7fe53909f3c46d6ba60ae1fedddc312137aeb37871543310ad8dca0684dccd2,198,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/01_missing_final_markdown.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/02_truncated_final_document.json,42c90cff2d0bd35cc8d8d62a86b2e8768d77debdd0a74bd2554beebf39ade353,204,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/02_truncated_final_document.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/03_distribution_hash_mismatch.json,e11055abdea83bd0c6898735bf03a1a265a6caef229c2da87210d788f876c578,220,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/03_distribution_hash_mismatch.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/04_historical_marked_current.json,0159724975e910f55b792ca7248e2b4a067c030372069e86c130810f64c9ccbb,216,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/04_historical_marked_current.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/05_conflicting_successors.json,e6d9c750464ed2684e52102100dcfb600e977bf3dd344e1339ba04e97852450f,206,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/05_conflicting_successors.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/06_missing_schema_config_test.json,dc57ff965a3a648466c8fb4887c7bfb9654bc0ea1b05de8d6e59467848dca73d,220,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/06_missing_schema_config_test.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/07_false_test_count.json,3a41f2a7b743c164e52e26b9d9cb021634993bf73010c6e890d81f455ec5901e,188,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/07_false_test_count.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/08_invalid_fixture_accepted.json,6da93b3eed486161dba0535ecf492fcc403219cf3952d4fa8aea00d9f25eef90,210,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/08_invalid_fixture_accepted.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/09_valid_fixture_rejected.json,b9cf39061a6041495a805e2575cfc20b250741e1a8e52846c9279ae19b1f5baa,202,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/09_valid_fixture_rejected.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/10_a14_artifact.json,eec7d9b6e37e866e64fe0878b53722ffec5dc8ca4f559ebb7a757b45a218a218,180,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/10_a14_artifact.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/11_protocol_timing_upgrade.json,7ceee6f4d067ca35ac7b989d7b61b8b77f924b2d7cba3aa5e96fdfa366160e01,213,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/11_protocol_timing_upgrade.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/12_stale_execution_release.json,3c167566b4c66fe5d0ced2005791b74732d0f20c3a71a45d9cc727a422ce36b7,213,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/12_stale_execution_release.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/13_analysis_count_changed_layer0.json,ab43c9de31b32c4c5ce58e6673149eb603de2258ee83ef1773b60867059cc30b,222,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/13_analysis_count_changed_layer0.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/14_stale_claim_version.json,7551c67813202f870100d7d380c64726c635e5ba8f408be7328fa6d25bcea410,202,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/14_stale_claim_version.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/15_blocked_claim_layer10.json,a36acfe8710a9e57a4e3e41ad12a987ad2a3da11364df016ab1e5af722ab5a03,205,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/15_blocked_claim_layer10.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/16_layer10_value_drift.json,147216ea96e28773cbc28c505b0c27dd2484a3afd6cbe0718aa1148a68194365,196,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/16_layer10_value_drift.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/17_missing_card_limitation.json,7ca0d62c71bea83c135938558a3a06188e1969aa8553238b01a7e9c16746b2fc,215,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/17_missing_card_limitation.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/18_false_publication_complete.json,c110fe8719a4315eab327d9410fa644010419fc535bb361f6425f9e6b7cd1ed6,219,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/18_false_publication_complete.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/19_gate18_false_pass.json,524897a2307cc7938d188d5a4b254febac07049e855631b9b9f258184ed6317d,186,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/19_gate18_false_pass.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/20_phase0_closed_gate_blocked.json,70bef15ca1f5477732db41f3184b8ed0a5a5400f010bc373ba3207258f533779,215,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/20_phase0_closed_gate_blocked.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/21_phase1_authorized_phase0_open.json,375d199675076e4435818727fe43286e060e44714a083cef47e3312e6ee3dd34,225,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/21_phase1_authorized_phase0_open.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/22_manifest_omits_current.json,8252db9a1ae758974374c994a908e1dde7231d5cfb6b04a67d4aaf5620275cd6,209,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/22_manifest_omits_current.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/23_untracked_current_file.json,faef2961a5698548f9f6bc0778f7d61f132d2c4044a2c52bea2dd3442acd61bb,198,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/23_untracked_current_file.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
fixtures/invalid/final_double_check/24_broken_source_hash.json,24779ccd2e7a0eeb2f987a2de710476e7b064e251fa4a0991a1a7863cd8e0b79,186,FIXTURE,MAIN_TREE_DIRECT,fixtures/invalid/final_double_check/24_broken_source_hash.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
